year,day_length_seconds,precipitation_mm,solar_radiation_langley,snow_water_equivalent_mm,vapor_pressure_pa,date,mean_temp_celsius,temp_range,sin_day,cos_day,month,weekday
2011,-0.2524779559516138,-0.41545736907282815,-0.9477572689851155,-0.12155942064351276,-0.713774892888632,2011-03-09,-0.7803347830824507,-1.2149636172037543,0.9209712877166346,0.38963044953078796,-1.0072604836769898,-0.5001665696616183
2011,-0.19591532248365495,3.754036061428787,-1.179888473611484,-0.12155942064351276,-0.9309940491510508,2011-03-11,-1.0071849723156527,-0.5929501845736697,0.9338372288229252,0.35769823883312546,-1.0072604836769898,0.5040363303553252
2011,-0.19591532248365495,-0.41545736907282815,1.0087771700085628,-0.12155942064351276,-1.0396036272822602,2011-03-12,-0.7519785094283005,2.0506069041041903,0.9398560579418954,0.3415707691678556,-1.0072604836769898,1.006137780363797
2011,-0.19591532248365495,-0.41545736907282815,0.6108379620776448,-0.12155942064351276,-0.4965557366262133,2011-03-13,-0.04307166807454423,1.2730901133165844,0.9455963874271426,0.3253420847119801,-1.0072604836769898,1.5082392303722687
2011,-0.13951616483496765,-0.41545736907282815,-0.1850404537841899,-0.12155942064351276,-0.4965557366262133,2011-03-14,-0.3266344046160467,-0.28194346825862726,0.9510565162951535,0.30901699437494745,-1.0072604836769898,-1.5043694696785619
2011,-0.13951616483496765,-0.41545736907282815,-1.5778276815424017,-0.12155942064351276,-0.550860525691818,2011-03-15,-0.6952659621199999,-1.9924804079913603,0.9562348265919056,0.29260033563334836,-1.0072604836769898,-1.0022680196700902
2011,-0.08295353136700878,3.754036061428787,-1.3788580775769428,-0.12155942064351276,-0.550860525691818,2011-03-16,-0.5818408675033989,-1.0594602590462332,0.9611297838723007,0.27609697309746883,-1.0072604836769898,-0.5001665696616183
2011,-0.08295353136700878,-0.41545736907282815,0.9756155693476531,-0.12155942064351276,-0.8223844710198414,2011-03-17,-0.468415772886798,1.4285934714741058,0.9657399376548549,0.2595117970697999,-1.0072604836769898,0.0019348803468534734
2011,-0.08295353136700878,-0.41545736907282815,1.2077467739740215,-0.12155942064351276,-0.4965557366262133,2011-03-18,0.18377852115865775,2.517116978576754,0.9700639218515071,0.2428497220959356,-1.0072604836769898,0.5040363303553252
2011,-0.026554373718321478,-0.41545736907282815,0.37870675745127647,-0.12155942064351276,0.04649215402983364,2011-03-19,0.3822724367377095,0.4955733225289786,0.9741004551724205,0.22611568550828828,-1.0072604836769898,1.006137780363797
2011,-0.026554373718321478,-0.41545736907282815,0.17973715348581779,-0.12155942064351276,-0.44225094756060856,2011-03-20,-0.24156558365359598,-0.1264401101011061,0.9778483415056568,0.20931464596304847,-1.0072604836769898,1.5082392303722687
2011,0.030008259749637382,-0.41545736907282815,-0.08555565180146084,-0.12155942064351276,-0.06211742410137574,2011-03-21,0.09870970019620702,-0.43744682641614846,0.9813064702716093,0.19245158197082998,-1.0072604836769898,-1.5043694696785619
2011,0.030008259749637382,-0.41545736907282815,0.37870675745127647,-0.12155942064351276,0.15510173216104303,2011-03-22,0.4673412577001603,0.3400699643714574,0.9844738167520922,0.1755314904214282,-1.0072604836769898,-1.0022680196700902
2011,0.030008259749637382,-0.41545736907282815,0.8098075660431041,-0.12155942064351276,0.04649215402983364,2011-03-23,0.4956975313543105,1.1175867551590632,0.9873494423939864,0.15855938510313475,-1.0072604836769898,-0.5001665696616183
2011,0.08657089321759624,-0.41545736907282815,0.7103227640603744,-0.12155942064351276,-0.8223844710198414,2011-03-25,-0.7236222357741502,0.3400699643714574,0.9922222094179323,0.12447926388678915,-1.0072604836769898,0.5040363303553252
2011,0.14297005086628356,-0.41545736907282815,-0.6824644636978369,-0.12155942064351276,-0.7680796819542367,2011-03-26,-0.9221161513532019,-1.3704669753612755,0.994217906893952,0.10738134666416309,-1.0072604836769898,1.006137780363797
2011,0.14297005086628356,0.1801845495702597,-1.3788580775769428,-0.12155942064351276,-0.9309940491510508,2011-03-28,-1.3474602561654556,-2.147983766148881,0.9973249731081555,0.07309512989807777,-1.0072604836769898,-1.5043694696785619
2011,0.1995326843342424,1.3714683868564355,0.11341395216399783,-0.12155942064351276,-1.0396036272822602,2011-03-29,-1.0071849723156527,0.9620833970015421,0.9984354211555643,0.055916990100603484,-1.0072604836769898,-1.0022680196700902
2011,0.1995326843342424,3.754036061428787,-1.0804036716287548,-0.12155942064351276,-0.7680796819542367,2011-03-30,-0.8937598776990517,-1.2149636172037543,0.9992500112396835,0.03872228089217446,-1.0072604836769898,-0.5001665696616183
2011,0.25593184198292973,-0.41545736907282815,0.37870675745127647,-0.12155942064351276,-0.8766892600854461,2011-04-01,-0.9788286986615025,-0.7484535427311908,0.9999907397361901,0.004303538296244289,-0.720550324063631,0.5040363303553252
2011,0.25593184198292973,-0.41545736907282815,1.2740699752958409,-0.12155942064351276,-0.8223844710198414,2011-04-02,-0.6385534148116995,0.4955733225289786,0.9999166586547379,-0.01291029607500882,-0.720550324063631,1.006137780363797
2011,0.3124944754508886,-0.41545736907282815,1.9373019885140368,-0.12155942064351276,-0.9309940491510508,2011-04-03,-0.4967720465409482,2.517116978576754,0.9995462806873573,-0.030120304846908114,-0.720550324063631,1.5082392303722687
